trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20240419,3300,30022,28445
20240419,3310,2358,2424
20240419,3320,4218,3650
20240419,3330,673,789
20240419,3340,11997,8949
20240419,3350,794,2714
20240419,3360,14856,17241
20240419,3370,1176,1665
20240419,3380,906,1008
20240419,3390,8089,10809
20240419,3400,588,849
20240419,3410,1141,1521
20240419,3420,2402,3523
20240419,3430,1203,1399
20240419,3431,139,154
20240419,3432,171,84
20240419,3433,30,16
20240419,3434,185,293
20240419,3435,57,108
20240419,3436,138,89
20240419,3450,772,1102
20240419,3460,193,238
20240419,3470,7157,7310
20240419,3480,2594,3004
20240419,3490,122,174
20240419,4050,2534,1855
20240419,4060,3174,2111
20240419,4070,846,931
20240419,4080,12091,13199
20240419,4090,741,832
20240419,4100,170,308
20240419,4110,685,747
20240419,4120,5907,6921
20240419,4130,1633,989
20240419,4140,611,752
20240419,4150,2028,1522
20240419,4160,234,200
20240419,4170,4063,4164
20240419,4180,2049,1559
20240419,4190,2712,2458
20240419,4200,3980,3551
20240419,4210,5528,4246
20240419,4220,30001,30816
20240419,4250,2392,1494
20240419,4260,980,950
20240419,4270,488,428
20240419,4271,1104,637
20240419,4272,3832,3642
20240419,4290,3975,2319
20240419,4300,1809,1910
20240419,4310,3108,3007
20240419,4320,1896,2267
20240419,4330,3363,2737
20240419,4340,15933,15176
20240419,4350,869,954
20240419,4360,956,1057
20240419,4370,1634,1798
20240419,4380,580,645
20240419,4390,705,800
20240419,4400,16166,16651
20240419,4410,1064,1094
20240419,4420,2078,1945
20240419,4430,1677,1683
20240419,4440,7138,7036
20240419,4450,757,794
20240419,4460,1469,1393
20240419,4470,189,193
20240419,5000,12598,12832
20240419,5010,392,332
20240419,5020,216,242
20240419,5030,1083,1127
20240419,5040,293,329
20240419,5050,4161,5089
20240419,5060,292,216
20240419,5070,729,618
20240419,5080,46,44
20240419,5090,560,716
20240419,5100,175,234
20240419,5110,76,133
20240419,5120,1194,1462
20240419,5130,41,0
20240419,5140,0,1
20240419,5160,6,0
20240419,5190,224,226
20240419,5200,14,24
20240419,5210,483,509
20240419,5220,166,233
20240419,5230,935,780
20240419,5240,23,21
20240419,6000,6545,6403
20240419,6010,6,7
20240419,6020,204,245
20240419,6030,34,48
20240419,6040,11,9
20240419,6050,614,716
20240419,6060,9,9
20240419,6070,542,786
20240419,6080,215,224
20240419,6090,7,8
20240419,6100,17,15
20240419,6110,1678,1902
20240419,6120,15,14
20240419,6130,772,973
20240419,6140,43,50
20240419,6150,9,8
20240419,6160,585,731
20240419,6170,42,55
20240419,6180,518,594
20240419,6190,22,32
20240419,6200,289,285
20240419,6210,39,40
20240419,6220,392,439
20240419,6230,15,13
20240419,6240,533,324
20240419,6250,697,785
20240419,7000,14198,17608
20240419,7010,313,260
20240419,7020,16,19
20240419,7030,752,778
20240419,7040,2,4
20240419,7050,108,117
20240419,7060,1320,1274
20240419,7070,9,6
20240419,7080,16,17
20240419,7090,911,912
20240419,7100,181,226
20240419,7110,14,15
20240419,7120,482,553
20240419,7130,1509,1150
20240419,7150,603,694
20240419,7160,5334,5869
20240419,7170,42,44
20240419,7180,164,182
20240419,7190,5425,4873
20240419,7200,154,167
20240419,7210,1464,1728
20240419,7220,117,122
20240419,7230,1284,1413
20240419,7240,41,58
20240419,7250,77,81
20240419,7260,163,186
20240419,7270,172,84
20240419,7280,14,23
20240419,7290,870,988
20240419,7300,147,235
20240419,7310,919,870
20240419,7320,172,214
20240419,7330,95,92
20240419,7331,2,3
20240419,7332,1211,1200
20240419,7333,18,25
20240419,7334,24,27
20240419,7335,198,222
20240419,7336,229,155
20240419,7350,665,621
20240419,7360,5617,5664
20240419,7361,151,188
20240419,7380,849,847
20240419,7390,609,625
20240420,900,11937,11626
20240420,910,1374,1663
20240420,920,2188,2102
20240420,930,5543,5356
20240420,940,2384,2224
20240420,950,2079,1717
20240420,960,10582,10364
20240420,970,6949,6761
20240420,980,13327,13784
20240420,990,16762,16404
20240420,1000,73578,68720
20240420,1010,5216,5269
20240420,1020,27829,26655
20240420,1030,3331,3128
20240420,1040,15411,14640
20240420,1050,1236,1221
20240420,1060,1796,1712
20240420,1070,9371,9397
20240420,1080,30811,31648
20240420,1090,9745,9667
20240420,1100,29165,30003
20240420,1110,6383,6093
20240420,1120,5288,5207
20240420,1130,2042,2006
20240420,1140,351,330
20240420,1150,831,829
20240420,1160,4136,4111
20240420,1170,6032,5910
20240420,1180,5673,5693
20240420,1190,2428,2405
20240420,1191,354,281
20240420,1192,2238,1931
20240420,1193,1148,989
20240420,1194,3957,4196
20240420,1201,91,101
20240420,1202,300,152
20240420,1203,865,845
20240420,1204,116,112
20240420,1205,63,59
20240420,1206,146,117
20240420,1207,30,149
20240420,1208,1206,1192
20240420,1210,25457,25115
20240420,1220,1241,1131
20240420,1230,672,654
20240420,1240,352,365
20240420,1250,9707,9838
20240420,2110,54,53
20240420,2120,83,83
20240420,2130,941,978
20240420,2140,33,29
20240420,2150,2491,2456
20240420,2160,66,57
20240420,2170,1000,1075
20240420,2180,1761,1959
20240420,2190,437,410
20240420,2200,4130,4338
20240420,2210,71,101
20240420,2220,1691,1708
20240420,2230,3609,3351
20240420,2240,629,546
20240420,2250,844,782
20240420,2260,2371,458
20240420,3140,442,441
20240420,3150,1166,1177
20240420,3160,6251,6483
20240420,3170,118,121
20240420,3180,1375,1317
20240420,3190,1043,1350
20240420,3210,648,733
20240420,3220,2545,2407
20240420,3230,9551,9943
20240420,3240,1152,1080
20240420,3250,3118,3015
20240420,3260,829,825
20240420,3270,3270,3228
20240420,3280,3004,2831
20240420,3290,1858,1735
20240420,3300,37639,39328
20240420,3310,2342,2269
20240420,3320,3699,3204
20240420,3330,942,911
20240420,3340,12382,11218
20240420,3350,892,2759
20240420,3360,18238,18382
20240420,3370,1559,1535
20240420,3380,1041,1054
20240420,3390,9336,9811
20240420,3400,624,714
20240420,3410,1249,1394
20240420,3420,2560,2905
20240420,3430,1250,1372
20240420,3431,190,154
20240420,3432,83,83
20240420,3433,12,21
20240420,3434,269,275
20240420,3435,45,89
20240420,3436,189,189
20240420,3450,885,961
20240420,3460,268,274
20240420,3470,7095,7076
20240420,3480,2477,2591
20240420,3490,161,201
20240420,4050,1731,1620
20240420,4060,2250,2062
20240420,4070,637,678
20240420,4080,12707,13666
20240420,4090,722,754
20240420,4100,220,263
20240420,4110,560,588
20240420,4120,5430,5606
20240420,4130,613,584
20240420,4140,639,647
20240420,4150,1712,1527
20240420,4160,202,206
20240420,4170,3476,3327
20240420,4180,1197,931
20240420,4190,2327,2060
20240420,4200,3263,2905
20240420,4210,3532,3203
20240420,4220,30881,32195
20240420,4250,1407,1409
20240420,4260,945,858
20240420,4270,413,391
20240420,4271,576,510
20240420,4272,4162,3313
20240420,4290,1113,1134
20240420,4300,1626,1631
20240420,4310,2657,2598
20240420,4320,1648,1880
20240420,4330,2426,2310
20240420,4340,14487,14469
20240420,4350,777,779
20240420,4360,893,881
20240420,4370,1461,1480
20240420,4380,583,563
20240420,4390,641,627
20240420,4400,18244,18628
20240420,4410,901,843
20240420,4420,1709,1703
20240420,4430,1280,1262
20240420,4440,6442,5672
20240420,4450,682,637
20240420,4460,1357,1368
20240420,4470,147,143
20240420,5000,12529,12190
20240420,5010,321,333
20240420,5020,199,246
20240420,5030,970,943
20240420,5040,349,348
20240420,5050,4485,4697
20240420,5060,134,125
20240420,5070,509,521
20240420,5080,28,30
20240420,5090,485,532
20240420,5100,155,165
20240420,5110,72,133
20240420,5120,1131,1304
20240420,5130,61,5
20240420,5160,3,0
20240420,5190,191,204
20240420,5200,28,25
20240420,5210,585,603
20240420,5220,198,292
20240420,5230,792,705
20240420,5240,16,25
20240420,6000,5606,6157
20240420,6010,9,7
20240420,6020,237,197
20240420,6030,28,24
20240420,6040,9,9
20240420,6050,579,609
20240420,6060,8,7
20240420,6070,673,793
20240420,6080,181,206
20240420,6090,8,9
20240420,6100,19,18
20240420,6110,1618,1853
20240420,6120,16,15
20240420,6130,779,1275
20240420,6140,40,31
20240420,6150,3,4
20240420,6160,498,830
20240420,6170,31,33
20240420,6180,362,424
20240420,6190,17,26
20240420,6200,39,38
20240420,6210,34,40
20240420,6220,447,476
20240420,6230,8,8
20240420,6240,368,338
20240420,6250,666,763
20240420,7000,14942,15843
20240420,7010,207,203
20240420,7020,22,12
20240420,7030,603,915
20240420,7050,80,72
20240420,7060,695,702
20240420,7070,10,14
20240420,7080,8,7
20240420,7090,826,838
20240420,7100,142,189
20240420,7110,22,11
20240420,7120,494,540
20240420,7130,952,967
20240420,7150,992,960
20240420,7160,6443,6678
20240420,7170,43,49
20240420,7180,125,128
20240420,7190,5963,6315
20240420,7200,116,120
20240420,7210,2190,2649
20240420,7220,77,91
20240420,7230,1290,1669
20240420,7240,220,275
20240420,7250,74,95
20240420,7260,233,261
20240420,7270,376,205
20240420,7280,48,94
20240420,7290,2060,2482
20240420,7300,202,269
20240420,7310,850,1006
20240420,7320,357,524
20240420,7330,447,365
20240420,7331,36,54
20240420,7332,1784,1888
20240420,7333,67,97
20240420,7334,61,83
20240420,7335,655,647
20240420,7336,687,478
20240420,7350,1420,1493
20240420,7360,5964,6970
20240420,7361,298,498
20240420,7380,690,682
20240420,7390,452,475
20240421,900,11462,10998
20240421,910,1265,1330
20240421,920,1986,1897
20240421,930,5160,5219
20240421,940,1941,1950
20240421,950,1632,1447
20240421,960,8488,8956
20240421,970,5449,5745
20240421,980,12024,12481
20240421,990,14502,15288
20240421,1000,67780,69757
20240421,1010,4391,4397
20240421,1020,25371,26729
20240421,1030,2659,2632
20240421,1040,14182,14898
20240421,1050,1192,1152
20240421,1060,1535,1519
20240421,1070,8492,8340
20240421,1080,31371,31355
20240421,1090,9158,9769
20240421,1100,31431,32973
20240421,1110,5519,5628
20240421,1120,4833,5125
20240421,1130,2056,1981
20240421,1140,284,274
20240421,1150,774,826
20240421,1160,3746,3864
20240421,1170,6380,7309
20240421,1180,5523,5624
20240421,1190,1956,2407
20240421,1191,304,351
20240421,1192,1495,2713
20240421,1193,790,1366
20240421,1194,4971,3031
20240421,1201,59,72
20240421,1202,196,124
20240421,1203,724,651
20240421,1204,109,137
20240421,1205,49,47
20240421,1206,101,235
20240421,1207,25,70
20240421,1208,1220,1114
20240421,1210,25509,26932
20240421,1220,1110,1290
20240421,1230,763,649
20240421,1240,372,333
20240421,1250,10252,9843
20240421,2110,60,43
20240421,2120,67,71
20240421,2130,1070,1883
20240421,2140,26,52
20240421,2150,2540,2509
20240421,2160,87,91
20240421,2170,1200,991
20240421,2180,1912,1543
20240421,2190,548,509
20240421,2200,4718,4127
20240421,2210,112,91
20240421,2220,2129,1707
20240421,2230,4182,4482
20240421,2240,665,607
20240421,2250,876,786
20240421,2260,1876,315
20240421,3140,409,365
20240421,3150,1406,1100
20240421,3160,6412,6413
20240421,3170,108,148
20240421,3180,1696,1195
20240421,3190,1105,1254
20240421,3210,701,586
20240421,3220,2651,2999
20240421,3230,11373,10477
20240421,3240,1108,1035
20240421,3250,3547,3452
20240421,3260,815,698
20240421,3270,3143,2950
20240421,3280,3254,3209
20240421,3290,1840,1981
20240421,3300,43398,42982
20240421,3310,2058,2292
20240421,3320,3082,3513
20240421,3330,1051,1085
20240421,3340,12355,13068
20240421,3350,769,2492
20240421,3360,19695,18549
20240421,3370,1774,1589
20240421,3380,1195,1111
20240421,3390,10159,8089
20240421,3400,803,600
20240421,3410,1349,1010
20240421,3420,3326,2320
20240421,3430,1646,1396
20240421,3431,186,176
20240421,3432,125,99
20240421,3433,42,62
20240421,3434,468,401
20240421,3435,105,92
20240421,3436,203,232
20240421,3450,1173,873
20240421,3460,294,257
20240421,3470,8141,7860
20240421,3480,3196,2651
20240421,3490,192,141
20240421,4050,1766,2199
20240421,4060,2332,3184
20240421,4070,730,725
20240421,4080,15288,13779
20240421,4090,840,760
20240421,4100,380,213
20240421,4110,631,545
20240421,4120,6080,5071
20240421,4130,500,921
20240421,4140,649,475
20240421,4150,1649,1800
20240421,4160,186,167
20240421,4170,3238,3409
20240421,4180,905,1345
20240421,4190,2133,2586
20240421,4200,3054,3666
20240421,4210,2805,3934
20240421,4220,34415,34098
20240421,4250,1492,2276
20240421,4260,938,1107
20240421,4270,398,427
20240421,4271,420,714
20240421,4272,4633,4470
20240421,4290,1069,1861
20240421,4300,1555,1633
20240421,4310,3066,3433
20240421,4320,1702,2002
20240421,4330,2538,2831
20240421,4340,16047,16528
20240421,4350,740,737
20240421,4360,847,868
20240421,4370,1312,1403
20240421,4380,624,648
20240421,4390,573,558
20240421,4400,19396,18877
20240421,4410,904,936
20240421,4420,1552,1608
20240421,4430,1232,1207
20240421,4440,6351,7083
20240421,4450,664,645
20240421,4460,1239,1314
20240421,4470,151,179
20240421,5000,12194,12843
20240421,5010,283,279
20240421,5020,237,177
20240421,5030,1008,894
20240421,5040,379,320
20240421,5050,4706,3884
20240421,5060,69,57
20240421,5070,553,570
20240421,5080,28,30
20240421,5090,593,403
20240421,5100,172,102
20240421,5110,91,145
20240421,5120,1624,1369
20240421,5130,87,2
20240421,5140,1,0
20240421,5160,2,2
20240421,5190,253,270
20240421,5200,81,22
20240421,5210,721,586
20240421,5220,296,189
20240421,5230,837,1094
20240421,5240,28,16
20240421,6000,7348,7477
20240421,6010,10,6
20240421,6020,241,162
20240421,6030,31,13
20240421,6040,8,3
20240421,6050,633,622
20240421,6060,5,2
20240421,6070,942,741
20240421,6080,261,156
20240421,6090,17,11
20240421,6100,14,7
20240421,6110,2697,2220
20240421,6120,9,32
20240421,6130,1118,772
20240421,6140,53,37
20240421,6150,7,3
20240421,6160,934,485
20240421,6170,47,18
20240421,6180,472,345
20240421,6190,11,16
20240421,6200,55,81
20240421,6210,48,38
20240421,6220,594,434
20240421,6230,8,7
20240421,6240,368,591
20240421,6250,767,760
20240421,7000,18209,15784
20240421,7010,174,203
20240421,7020,12,9
20240421,7030,849,661
20240421,7040,0,2
20240421,7050,35,45
20240421,7060,527,514
20240421,7070,7,2
20240421,7080,6,6
20240421,7090,719,587
20240421,7100,209,123
20240421,7110,10,7
20240421,7120,454,515
20240421,7130,997,878
20240421,7150,574,527
20240421,7160,6767,5645
20240421,7170,37,37
20240421,7180,158,119
20240421,7190,5607,5189
20240421,7200,139,113
20240421,7210,2609,2190
20240421,7220,82,80
20240421,7230,1583,1237
20240421,7240,282,218
20240421,7250,115,121
20240421,7260,263,186
20240421,7270,317,181
20240421,7280,972,932
20240421,7290,7755,7180
20240421,7300,1385,2246
20240421,7310,2318,2176
20240421,7320,1479,1682
20240421,7330,418,393
20240421,7331,48,48
20240421,7332,1619,1593
20240421,7333,35,136
20240421,7334,142,42
20240421,7335,480,480
20240421,7336,470,440
20240421,7350,1399,1302
20240421,7360,6106,6445
20240421,7361,325,442
20240421,7380,598,600
20240421,7390,400,399
20240422,900,8919,8422
20240422,910,1561,1561
20240422,920,2645,2356
20240422,930,6597,6626
20240422,940,2767,2791
20240422,950,2610,2101
20240422,960,11121,11461
20240422,970,13850,14145
20240422,980,14613,15412
20240422,990,19471,20025
20240422,1000,60203,60501
20240422,1010,4952,4741
20240422,1020,23058,23378
20240422,1030,3787,3697
20240422,1040,14340,14213
20240422,1050,1428,1424
20240422,1060,1678,1671
20240422,1070,9013,9061
20240422,1080,26724,27406
20240422,1090,10430,10189
20240422,1100,22624,24037
20240422,1110,6526,6186
20240422,1120,5568,5151
20240422,1130,1797,1699
20240422,1140,416,418
20240422,1150,1021,1046
20240422,1160,3587,3595
20240422,1170,5537,5693
20240422,1180,6353,6204
20240422,1190,3223,3236
20240422,1191,277,310
20240422,1192,1960,2177
20240422,1193,726,858
20240422,1194,3569,3365
20240422,1201,65,66
20240422,1202,175,163
20240422,1203,481,474
20240422,1204,66,66
20240422,1205,44,46
20240422,1206,60,20
20240422,1207,4,24
20240422,1208,267,267
20240422,1210,18089,18530
20240422,1220,1478,1444
20240422,1230,695,645
20240422,1240,335,302
20240422,1250,8973,8741
20240422,2110,51,42
20240422,2120,85,84
20240422,2130,1297,1349
20240422,2140,26,29
20240422,2150,1112,1083
20240422,2160,75,62
20240422,2170,852,808
20240422,2180,1640,1467
20240422,2190,296,288
20240422,2200,2735,2525
20240422,2210,96,93
20240422,2220,1264,1124
20240422,2230,2493,2510
20240422,2240,455,410
20240422,2250,657,641
20240422,2260,845,281
20240422,3140,405,356
20240422,3150,978,947
20240422,3160,5713,5760
20240422,3170,152,140
20240422,3180,917,854
20240422,3190,792,772
20240422,3210,489,429
20240422,3220,2224,2200
20240422,3230,7170,6901
20240422,3240,1051,926
20240422,3250,2137,2134
20240422,3260,682,675
20240422,3270,2672,2586
20240422,3280,2048,2002
20240422,3290,1448,1359
20240422,3300,20309,20217
20240422,3310,1864,1869
20240422,3320,3239,3170
20240422,3330,575,546
20240422,3340,6733,7105
20240422,3350,598,1178
20240422,3360,11999,11520
20240422,3370,1105,1048
20240422,3380,731,765
20240422,3390,7246,6818
20240422,3400,581,526
20240422,3410,1110,1034
20240422,3420,2408,2122
20240422,3430,1102,1041
20240422,3431,85,88
20240422,3432,68,76
20240422,3433,12,11
20240422,3434,157,97
20240422,3435,49,85
20240422,3436,101,100
20240422,3450,724,689
20240422,3460,147,164
20240422,3470,5138,5102
20240422,3480,1851,1751
20240422,3490,137,115
20240422,4050,1498,1712
20240422,4060,1403,2047
20240422,4070,808,799
20240422,4080,9204,8770
20240422,4090,716,640
20240422,4100,218,162
20240422,4110,674,602
20240422,4120,4948,4765
20240422,4130,990,1000
20240422,4140,580,546
20240422,4150,1310,1573
20240422,4160,181,192
20240422,4170,3382,3402
20240422,4180,1574,1445
20240422,4190,2197,2198
20240422,4200,2753,2885
20240422,4210,3856,4148
20240422,4220,21824,22712
20240422,4250,1293,1652
20240422,4260,728,784
20240422,4270,360,356
20240422,4271,622,835
20240422,4272,2638,2283
20240422,4290,2004,1967
20240422,4300,1677,1615
20240422,4310,2476,2424
20240422,4320,1384,1608
20240422,4330,2328,2397
20240422,4340,11284,11613
20240422,4350,853,784
20240422,4360,912,921
20240422,4370,1422,1431
20240422,4380,410,478
20240422,4390,615,724
20240422,4400,12910,12588
20240422,4410,902,915
20240422,4420,1863,1672
20240422,4430,1471,1356
20240422,4440,5268,4867
20240422,4450,637,620
20240422,4460,1192,1168
20240422,4470,142,154
20240422,5000,9502,10011
20240422,5010,270,316
20240422,5020,173,191
20240422,5030,969,946
20240422,5040,271,256
20240422,5050,3800,3582
20240422,5060,243,206
20240422,5070,483,497
20240422,5080,42,32
20240422,5090,512,481
20240422,5100,179,174
20240422,5110,81,195
20240422,5120,924,991
20240422,5130,123,0
20240422,5140,0,2
20240422,5190,171,219
20240422,5200,14,31
20240422,5210,517,489
20240422,5220,156,153
20240422,5230,734,686
20240422,5240,17,15
20240422,6000,4816,4566
20240422,6010,9,6
20240422,6020,204,203
20240422,6030,43,43
20240422,6040,11,8
20240422,6050,610,504
20240422,6060,15,9
20240422,6070,546,476
20240422,6080,164,182
20240422,6090,11,8
20240422,6100,19,24
20240422,6110,1338,1250
20240422,6120,16,18
20240422,6130,739,600
20240422,6140,38,42
20240422,6150,8,3
20240422,6160,496,467
20240422,6170,41,27
20240422,6180,393,324
20240422,6190,26,12
20240422,6200,73,17
20240422,6210,46,39
20240422,6220,323,296
20240422,6230,9,17
20240422,6240,255,368
20240422,6250,648,475
20240422,7000,9810,9045
20240422,7010,225,128
20240422,7020,22,5
20240422,7030,448,404
20240422,7040,1,1
20240422,7050,70,102
20240422,7060,781,1106
20240422,7070,6,7
20240422,7080,9,15
20240422,7090,740,813
20240422,7100,148,181
20240422,7110,16,12
20240422,7120,560,653
20240422,7130,794,811
20240422,7150,481,521
20240422,7160,4574,4417
20240422,7170,37,40
20240422,7180,138,113
20240422,7190,3665,3896
20240422,7200,139,161
20240422,7210,1593,1548
20240422,7220,111,121
20240422,7230,1192,1169
20240422,7240,207,176
20240422,7250,98,67
20240422,7260,190,147
20240422,7270,100,115
20240422,7280,19,17
20240422,7290,883,840
20240422,7300,168,155
20240422,7310,760,801
20240422,7320,112,122
20240422,7330,54,81
20240422,7331,27,13
20240422,7332,1065,1037
20240422,7333,16,18
20240422,7334,25,25
20240422,7335,137,155
20240422,7336,173,148
20240422,7350,651,662
20240422,7360,4813,5130
20240422,7361,139,212
20240422,7380,813,691
20240422,7390,567,605
20240423,900,8221,7408
20240423,910,1461,1507
20240423,920,2642,2262
20240423,930,6446,6446
20240423,940,2776,2789
20240423,950,2649,2014
20240423,960,11005,11630
20240423,970,13974,14125
20240423,980,14157,14970
20240423,990,18903,19555
20240423,1000,56461,56717
20240423,1010,4748,4560
20240423,1020,20808,21276
20240423,1030,3542,3430
20240423,1040,13566,13752
20240423,1050,1387,1401
20240423,1060,1732,1737
20240423,1070,8802,8908
20240423,1080,24966,25919
20240423,1090,10050,9846
20240423,1100,21072,21466
20240423,1110,6125,6115
20240423,1120,5196,4802
20240423,1130,1604,1635
20240423,1140,364,386
20240423,1150,1020,1010
20240423,1160,3347,3415
20240423,1170,4846,5073
20240423,1180,5908,5882
20240423,1190,3115,3117
20240423,1191,263,258
20240423,1192,1857,1894
20240423,1193,662,728
20240423,1194,3067,3161
20240423,1201,53,58
20240423,1202,198,168
20240423,1203,482,446
20240423,1204,57,78
20240423,1205,55,39
20240423,1206,85,12
20240423,1207,1,47
20240423,1208,249,317
20240423,1210,16312,16266
20240423,1220,1390,1270
20240423,1230,625,604
20240423,1240,279,270
20240423,1250,7929,8051
20240423,2110,47,38
20240423,2120,72,88
20240423,2130,1239,1178
20240423,2140,30,26
20240423,2150,657,658
20240423,2160,44,49
20240423,2170,715,719
20240423,2180,1447,1364
20240423,2190,258,241
20240423,2200,2154,2091
20240423,2210,86,76
20240423,2220,1033,1017
20240423,2230,1911,1871
20240423,2240,401,402
20240423,2250,653,661
20240423,2260,660,195
20240423,3140,362,345
20240423,3150,756,769
20240423,3160,5381,5415
20240423,3170,140,131
20240423,3180,705,718
20240423,3190,653,570
20240423,3210,368,366
20240423,3220,2000,1994
20240423,3230,5796,5925
20240423,3240,959,820
20240423,3250,1965,1955
20240423,3260,647,669
20240423,3270,2325,2451
20240423,3280,1954,1890
20240423,3290,1213,1144
20240423,3300,16838,16544
20240423,3310,1664,1719
20240423,3320,3064,2918
20240423,3330,470,501
20240423,3340,5684,5734
20240423,3350,520,1013
20240423,3360,10024,10127
20240423,3370,895,969
20240423,3380,663,708
20240423,3390,6168,6096
20240423,3400,495,506
20240423,3410,994,1001
20240423,3420,1969,2001
20240423,3430,801,793
20240423,3431,28,31
20240423,3432,43,40
20240423,3433,18,12
20240423,3434,142,130
20240423,3435,36,39
20240423,3436,43,52
20240423,3450,618,567
20240423,3460,136,147
20240423,3470,4184,4039
20240423,3480,1415,1383
20240423,3490,119,127
20240423,4050,1349,1461
20240423,4060,1353,1436
20240423,4070,710,727
20240423,4080,7606,7409
20240423,4090,592,610
20240423,4100,162,134
20240423,4110,616,610
20240423,4120,4521,4458
20240423,4130,912,892
20240423,4140,522,512
20240423,4150,1149,1540
20240423,4160,179,166
20240423,4170,3073,3070
20240423,4180,1575,1438
20240423,4190,1980,1938
20240423,4200,2567,2597
20240423,4210,3817,3745
20240423,4220,19182,19151
20240423,4250,1270,1369
20240423,4260,661,648
20240423,4270,356,340
20240423,4271,596,651
20240423,4272,2023,1893
20240423,4290,2001,1908
20240423,4300,1505,1606
20240423,4310,2171,2170
20240423,4320,1219,1461
20240423,4330,2202,2170
20240423,4340,9704,10531
20240423,4350,773,763
20240423,4360,820,869
20240423,4370,1375,1403
20240423,4380,440,473
20240423,4390,671,718
20240423,4400,11503,11475
20240423,4410,910,939
20240423,4420,1754,1634
20240423,4430,1415,1264
20240423,4440,4755,4628
20240423,4450,601,613
20240423,4460,1157,1207
20240423,4470,165,154
20240423,5000,8981,9109
20240423,5010,256,253
20240423,5020,176,195
20240423,5030,860,802
20240423,5040,284,340
20240423,5050,3293,3435
20240423,5060,247,204
20240423,5070,494,488
20240423,5080,38,33
20240423,5090,460,477
20240423,5100,141,143
20240423,5110,70,109
20240423,5120,819,889
20240423,5130,41,0
20240423,5140,3,3
20240423,5160,1,2
20240423,5190,162,156
20240423,5200,15,26
20240423,5210,464,458
20240423,5220,146,142
20240423,5230,587,544
20240423,5240,18,23
20240423,6000,4320,3816
20240423,6010,3,5
20240423,6020,218,200
20240423,6030,45,41
20240423,6040,33,32
20240423,6050,565,547
20240423,6060,6,5
20240423,6070,551,485
20240423,6080,197,123
20240423,6090,5,45
20240423,6100,3,7
20240423,6110,1307,1162
20240423,6120,3,4
20240423,6130,553,520
20240423,6140,23,34
20240423,6150,0,3
20240423,6160,379,262
20240423,6170,27,25
20240423,6180,263,269
20240423,6190,6,14
20240423,6200,95,85
20240423,6210,26,18
20240423,6220,284,243
20240423,6230,4,6
20240423,6240,373,263
20240423,6250,405,374
20240423,7000,9959,8598
20240423,7010,104,188
20240423,7020,6,11
20240423,7030,293,411
20240423,7040,0,4
20240423,7050,24,25
20240423,7060,1069,757
20240423,7070,5,4
20240423,7080,16,21
20240423,7090,883,877
20240423,7100,164,192
20240423,7110,17,13
20240423,7120,554,559
20240423,7130,880,1148
20240423,7150,499,519
20240423,7160,4702,4156
20240423,7170,39,39
20240423,7180,166,142
20240423,7190,3657,3596
20240423,7200,141,149
20240423,7210,1481,1268
20240423,7220,95,105
20240423,7230,1076,1041
20240423,7240,76,73
20240423,7250,85,108
20240423,7260,169,159
20240423,7270,79,71
20240423,7280,15,15
20240423,7290,591,597
20240423,7300,129,154
20240423,7310,684,676
20240423,7320,130,132
20240423,7330,63,52
20240423,7331,10,18
20240423,7332,673,656
20240423,7333,13,12
20240423,7334,7,10
20240423,7335,86,87
20240423,7336,84,99
20240423,7350,403,382
20240423,7360,3983,4209
20240423,7361,59,108
20240423,7380,757,714
20240423,7390,607,606
20240424,900,7530,7274
20240424,910,1448,1471
20240424,920,2459,2053
20240424,930,6263,6365
20240424,940,2623,2633
20240424,950,2553,2026
20240424,960,10757,11226
20240424,970,13950,14162
20240424,980,14454,15294
20240424,990,18676,18865
20240424,1000,55867,55210
20240424,1010,4450,4211
20240424,1020,20336,20832
20240424,1030,3699,3485
20240424,1040,13106,13187
20240424,1050,1317,1289
20240424,1060,1644,1648
20240424,1070,8247,8339
20240424,1080,23749,24434
20240424,1090,9499,9233
20240424,1100,20006,20290
20240424,1110,5774,5580
20240424,1120,4799,4609
20240424,1130,1499,1510
20240424,1140,356,358
20240424,1150,952,941
20240424,1160,3130,3144
20240424,1170,4418,4612
20240424,1180,5303,5420
20240424,1190,2852,2840
20240424,1191,247,244
20240424,1192,1818,1944
20240424,1193,627,681
20240424,1194,3181,3158
20240424,1201,54,56
20240424,1202,134,142
20240424,1203,378,390
20240424,1204,65,73
20240424,1205,87,93
20240424,1206,35,11
20240424,1207,8,11
20240424,1208,120,147
20240424,1210,15132,14774
20240424,1220,1329,1218
20240424,1230,559,533
20240424,1240,246,243
20240424,1250,7336,7437
20240424,2110,32,31
20240424,2120,65,74
20240424,2130,1154,1094
20240424,2140,18,19
20240424,2150,460,471
20240424,2160,29,38
20240424,2170,600,585
20240424,2180,1276,1207
20240424,2190,209,225
20240424,2200,1814,1767
20240424,2210,85,82
20240424,2220,893,908
20240424,2230,1860,1830
20240424,2240,321,333
20240424,2250,561,574
20240424,2260,700,147
20240424,3140,304,291
20240424,3150,719,694
20240424,3160,4989,4817
20240424,3170,145,132
20240424,3180,653,644
20240424,3190,504,488
20240424,3210,318,294
20240424,3220,1861,1864
20240424,3230,5165,5505
20240424,3240,915,841
20240424,3250,1800,1802
20240424,3260,612,604
20240424,3270,2051,2139
20240424,3280,1666,1653
20240424,3290,1084,1086
